,neg,neu,pos,compound,label
22368,0,0.87,0.13,0.2382,Positive
22369,0,1,0,0,Neutral
22370,0.137,0.588,0.275,0.4215,Positive
22371,0,1,0,0,Neutral
22372,0,1,0,0,Neutral
22373,0,1,0,0,Neutral
22374,0,1,0,0,Neutral
22375,0,1,0,0,Neutral
22376,0,1,0,0,Neutral
22377,0,0.427,0.573,0.6166,Positive
22378,0,0.574,0.426,0.6652,Positive
22379,0,1,0,0,Neutral
22380,0,1,0,0,Neutral
22381,0,1,0,0,Neutral
22382,0,1,0,0,Neutral
22383,0,0.803,0.197,0.9001,Positive
22384,0,1,0,0,Neutral
22385,0,0.612,0.388,0.5859,Positive
22386,0,1,0,0,Neutral
22387,0,1,0,0,Neutral
22388,0,1,0,0,Neutral
22389,0,0.303,0.697,0.3182,Positive
22390,0,1,0,0,Neutral
22391,0,0.956,0.044,0.0772,Positive
22392,0,1,0,0,Neutral
22393,0,1,0,0,Neutral
22394,0,1,0,0,Neutral
22395,0.368,0.632,0,-0.3612,Negative
22396,0,1,0,0,Neutral
22397,0.12,0.709,0.17,0.2319,Positive
22398,0,0.676,0.324,0.34,Positive
22399,0,0.778,0.222,0.4824,Positive
22400,0.214,0.536,0.25,0.1531,Positive
22401,0,1,0,0,Neutral
22402,0,1,0,0,Neutral
22403,0,1,0,0,Neutral
22404,0.253,0.715,0.031,-0.9382,Negative
22405,0.271,0.471,0.259,-0.0258,Neutral
22406,0,0.875,0.125,0.5106,Positive
22407,0.094,0.812,0.094,0,Neutral
22408,0,1,0,0,Neutral
22409,0.271,0.729,0,-0.3818,Negative
22410,0,0.574,0.426,0.6652,Positive
22411,0,0.687,0.313,0.802,Positive
22412,0,1,0,0,Neutral
22413,0.126,0.748,0.125,-0.0056,Neutral
22414,0.045,0.893,0.062,0.1872,Positive
22415,0,1,0,0,Neutral
22416,0,1,0,0,Neutral
22417,0.251,0.662,0.088,-0.8445,Negative
22418,0,1,0,0,Neutral
22419,0.108,0.892,0,-0.1779,Negative
22420,0,1,0,0,Neutral
22421,0,1,0,0,Neutral
22422,0,0.687,0.313,0.4926,Positive
22423,0,1,0,0,Neutral
22424,0,1,0,0,Neutral
22425,0.348,0.652,0,-0.1531,Negative
22426,0,1,0,0,Neutral
22427,0,1,0,0,Neutral
22428,0.095,0.762,0.142,0.453,Positive
22429,0,1,0,0,Neutral
22430,0,1,0,0,Neutral
22431,0,1,0,0,Neutral
22432,0,0.82,0.18,0.296,Positive
22433,0,1,0,0,Neutral
22434,0,0.879,0.121,0.5951,Positive
22435,0.245,0.755,0,-0.3802,Negative
22436,0.14,0.86,0,-0.3818,Negative
22437,0,0.815,0.185,0.3612,Positive
22438,0.251,0.749,0,-0.5709,Negative
22439,0,1,0,0,Neutral
22440,0,1,0,0,Neutral
22441,0.125,0.857,0.018,-0.836,Negative
22442,0.559,0.441,0,-0.7243,Negative
22443,0,0.866,0.134,0.4168,Positive
22444,0.423,0.577,0,-0.296,Negative
22445,0,0.756,0.244,0.4404,Positive
22446,0,1,0,0,Neutral
22447,0,0.804,0.196,0.5267,Positive
22448,0.3,0.37,0.33,0.1029,Positive
22449,0.211,0.516,0.274,0.3553,Positive
22450,0.09,0.796,0.114,-0.0258,Neutral
22451,0,0.761,0.239,0.296,Positive
22452,0.535,0.465,0,-0.3182,Negative
22453,0.415,0.585,0,-0.6428,Negative
22454,0,1,0,0,Neutral
22455,0.345,0.655,0,-0.7845,Negative
22456,0.242,0.526,0.232,-0.0258,Neutral
22457,0.415,0.408,0.178,-0.9031,Negative
22458,0.344,0.656,0,-0.2732,Negative
22459,0.265,0.645,0.09,-0.6597,Negative
22460,0,1,0,0,Neutral
22461,0,1,0,0,Neutral
22462,0,1,0,0,Neutral
22463,0,1,0,0,Neutral
22464,0.259,0.741,0,-0.5423,Negative
22465,0.191,0.809,0,-0.1655,Negative
22466,0.259,0.741,0,-0.5423,Negative
22467,0.146,0.854,0,-0.34,Negative
22468,0.102,0.852,0.046,-0.5187,Negative
22469,0,1,0,0,Neutral
22470,0,1,0,0,Neutral
22471,0.112,0.765,0.122,0.0516,Positive
22472,0,1,0,0,Neutral
22473,0.205,0.486,0.309,0.3612,Positive
22474,0.483,0.517,0,-0.7504,Negative
22475,0,1,0,0,Neutral
22476,0,1,0,0,Neutral
22477,0.512,0.488,0,-0.8885,Negative
22478,0,1,0,0,Neutral
22479,0,0.806,0.194,0.5927,Positive
22480,0,1,0,0,Neutral
22481,0,1,0,0,Neutral
22482,0.152,0.696,0.152,0,Neutral
22483,0,1,0,0,Neutral
22484,0.088,0.728,0.183,0.5399,Positive
22485,0,1,0,0,Neutral
22486,0.151,0.774,0.075,-0.63,Negative
22487,0.103,0.714,0.183,0.25,Positive
22488,0,0.633,0.367,0.4404,Positive
22489,0,1,0,0,Neutral
22490,0,1,0,0,Neutral
22491,0,0.345,0.655,0.2263,Positive
22492,0.291,0.643,0.066,-0.7377,Negative
22493,0,1,0,0,Neutral
22494,0,1,0,0,Neutral
22495,0,1,0,0,Neutral
22496,0.135,0.754,0.111,-0.1548,Negative
22497,0.057,0.728,0.215,0.8426,Positive
22498,0,1,0,0,Neutral
22499,0,0.829,0.171,0.4753,Positive
22500,0,1,0,0,Neutral
22501,0.133,0.867,0,-0.6369,Negative
22502,0,0.577,0.423,0.296,Positive
22503,0.612,0.388,0,-0.743,Negative
22504,0,0.802,0.198,0.5719,Positive
22505,0.149,0.804,0.048,-0.6599,Negative
22506,0.282,0.619,0.099,-0.7088,Negative
22507,0,0.85,0.15,0.3182,Positive
22508,0,1,0,0,Neutral
22509,0,1,0,0,Neutral
22510,0,1,0,0,Neutral
22511,0,0.496,0.504,0.7964,Positive
22512,0,1,0,0,Neutral
22513,0,1,0,0,Neutral
22514,0.172,0.828,0,-0.4019,Negative
22515,0,0.723,0.277,0.3182,Positive
22516,0.195,0.805,0,-0.5267,Negative
22517,0.143,0.756,0.101,-0.2924,Negative
22518,0.405,0.595,0,-0.6239,Negative
22519,0,0.909,0.091,0.2023,Positive
22520,0,1,0,0,Neutral
22521,0,1,0,0,Neutral
22522,0,1,0,0,Neutral
22523,0,0.84,0.16,0.2732,Positive
22524,0,1,0,0,Neutral
22525,0,1,0,0,Neutral
22526,0,1,0,0,Neutral
22527,0,1,0,0,Neutral
22528,0,1,0,0,Neutral
22529,0,0.9,0.1,0.277,Positive
22530,0,1,0,0,Neutral
22531,0,1,0,0,Neutral
22532,0.167,0.833,0,-0.296,Negative
22533,0,1,0,0,Neutral
22534,0,0.776,0.224,0.3818,Positive
22535,0.42,0.58,0,-0.4404,Negative
22536,0.326,0.674,0,-0.4404,Negative
22537,0,1,0,0,Neutral
22538,0,1,0,0,Neutral
22539,0,1,0,0,Neutral
22540,0,0.839,0.161,0.3612,Positive
22541,0,1,0,0,Neutral
22542,0,1,0,0,Neutral
22543,0,0.738,0.262,0.4278,Positive
22544,0,0.743,0.257,0.6696,Positive
22545,0.259,0.741,0,-0.4215,Negative
22546,0,1,0,0,Neutral
22547,0.225,0.775,0,-0.4404,Negative
22548,0,1,0,0,Neutral
22549,0,1,0,0,Neutral
22550,0,0.784,0.216,0.296,Positive
22551,0,1,0,0,Neutral
22552,0,0.676,0.324,0.34,Positive
22553,0,1,0,0,Neutral
22554,0,1,0,0,Neutral
22555,0,0.676,0.324,0.34,Positive
22556,0,1,0,0,Neutral
22557,0,1,0,0,Neutral
22558,0,0.59,0.41,0.7615,Positive
22559,0,1,0,0,Neutral
22560,0,0.625,0.375,0.6369,Positive
22561,0,1,0,0,Neutral
22562,0,1,0,0,Neutral
22563,0,0.833,0.167,0.34,Positive
22564,0.127,0.727,0.145,0.0772,Positive
22565,0,1,0,0,Neutral
22566,0.285,0.715,0,-0.4926,Negative
22567,0.437,0.563,0,-0.5975,Negative
22568,0,0.846,0.154,0.6249,Positive
22569,0,1,0,0,Neutral
22570,0.762,0.238,0,-0.7506,Negative
22571,0,1,0,0,Neutral
22572,0,1,0,0,Neutral
22573,0.121,0.879,0,-0.296,Negative
22574,0,0.729,0.271,0.6239,Positive
22575,0,1,0,0,Neutral
22576,0,1,0,0,Neutral
22577,0.28,0.72,0,-0.6199,Negative
22578,0,0.909,0.091,0.0258,Neutral
22579,0,1,0,0,Neutral
22580,0,0.789,0.211,0.4939,Positive
22581,0.211,0.789,0,-0.4939,Negative
22582,0,0.677,0.323,0.5871,Positive
22583,0,1,0,0,Neutral
22584,0,1,0,0,Neutral
22585,0,1,0,0,Neutral
22586,0,0.853,0.147,0.4137,Positive
22587,0,1,0,0,Neutral
22588,0,0.852,0.148,0.4184,Positive
22589,0,1,0,0,Neutral
22590,0,0.828,0.172,0.4019,Positive
22591,0,1,0,0,Neutral
22592,0,0.426,0.574,0.4019,Positive
22593,0,0.714,0.286,0.34,Positive
22594,0,1,0,0,Neutral
22595,0,1,0,0,Neutral
22596,0.074,0.647,0.279,0.6643,Positive
22597,0,0.789,0.211,0.34,Positive
22598,0,0.791,0.209,0.4404,Positive
22599,0,0.781,0.219,0.2411,Positive
22600,0,0.72,0.28,0.5411,Positive
22601,0,1,0,0,Neutral
22602,0.143,0.684,0.174,0.126,Positive
22603,0,0.633,0.367,0.4404,Positive
22604,0.394,0.606,0,-0.7579,Negative
22605,0.075,0.686,0.239,0.7543,Positive
22606,0,1,0,0,Neutral
22607,0,0.719,0.281,0.4824,Positive
22608,0.16,0.755,0.085,-0.6086,Negative
22609,0,1,0,0,Neutral
22610,0,1,0,0,Neutral
22611,0,0.82,0.18,0.296,Positive
22612,0,1,0,0,Neutral
22613,0,1,0,0,Neutral
22614,0.149,0.851,0,-0.4215,Negative
22615,0,1,0,0,Neutral
22616,0.119,0.768,0.113,-0.0431,Neutral
22617,0,0.784,0.216,0.296,Positive
22618,0,1,0,0,Neutral
22619,0,1,0,0,Neutral
22620,0,0.677,0.323,0.516,Positive
22621,0,1,0,0,Neutral
22622,0.224,0.776,0,-0.6692,Negative
22623,0,0.495,0.505,0.6249,Positive
22624,0.379,0.621,0,-0.5667,Negative
22625,0.362,0.638,0,-0.4278,Negative
22626,0,1,0,0,Neutral
22627,0,1,0,0,Neutral
22628,0.193,0.669,0.138,-0.128,Negative
22629,0,1,0,0,Neutral
22630,0,0.801,0.199,0.3036,Positive
22631,0.086,0.657,0.258,0.7206,Positive
22632,0.295,0.705,0,-0.5574,Negative
22633,0,1,0,0,Neutral
22634,0.337,0.569,0.094,-0.7418,Negative
22635,0.236,0.551,0.213,-0.0772,Negative
22636,0.075,0.575,0.35,0.6988,Positive
22637,0,0.714,0.286,0.4215,Positive
22638,0,0.673,0.327,0.5972,Positive
22639,0,0.837,0.163,0.3182,Positive
22640,0,1,0,0,Neutral
22641,0,0.377,0.623,0.5106,Positive
22642,0,1,0,0,Neutral
22643,0.231,0.769,0,-0.4019,Negative
22644,0.176,0.824,0,-0.128,Negative
22645,0,0.667,0.333,0.3597,Positive
22646,0,0.863,0.137,0.3709,Positive
22647,0,0.744,0.256,0.4767,Positive
22648,0.244,0.633,0.122,-0.4019,Negative
22649,0,1,0,0,Neutral
22650,0,0.704,0.296,0.5204,Positive
22651,0,0.679,0.321,0.4278,Positive
22652,0,1,0,0,Neutral
22653,0.111,0.889,0,-0.5242,Negative
22654,0,1,0,0,Neutral
22655,0,1,0,0,Neutral
22656,0,0.851,0.149,0.4215,Positive
22657,0,1,0,0,Neutral
22658,0,1,0,0,Neutral
22659,0,1,0,0,Neutral
22660,0,0.784,0.216,0.296,Positive
22661,0.233,0.598,0.169,-0.2638,Negative
22662,0.517,0.483,0,-0.7579,Negative
22663,0.208,0.792,0,-0.2732,Negative
22664,0.22,0.78,0,-0.1759,Negative
22665,0,1,0,0,Neutral
22666,0,1,0,0,Neutral
22667,0.376,0.624,0,-0.4622,Negative
22668,0,0.707,0.293,0.4404,Positive
22669,0,1,0,0,Neutral
22670,0,1,0,0,Neutral
22671,0.216,0.784,0,-0.296,Negative
22672,0,1,0,0,Neutral
22673,0,1,0,0,Neutral
22674,0,0.805,0.195,0.4404,Positive
22675,0,0.708,0.292,0.5093,Positive
22676,0,1,0,0,Neutral
22677,0,1,0,0,Neutral
22678,0,0.939,0.061,0.4404,Positive
22679,0.138,0.644,0.217,0.2422,Positive
22680,0,1,0,0,Neutral
22681,0.212,0.548,0.241,-0.3769,Negative
22682,0,1,0,0,Neutral
22683,0,1,0,0,Neutral
22684,0,1,0,0,Neutral
22685,0,0.833,0.167,0.3818,Positive
22686,0.392,0.608,0,-0.7003,Negative
22687,0.198,0.64,0.163,-0.1531,Negative
22688,0,1,0,0,Neutral
22689,0,0.829,0.171,0.1134,Positive
22690,0,0,1,0.5719,Positive
22691,0.143,0.68,0.177,0.128,Positive
22692,0,0.676,0.324,0.34,Positive
22693,0,0.414,0.586,0.4278,Positive
22694,0,1,0,0,Neutral
22695,0,1,0,0,Neutral
22696,0,1,0,0,Neutral
22697,0,1,0,0,Neutral
22698,0.161,0.63,0.209,0.3664,Positive
22699,0,1,0,0,Neutral
22700,0.047,0.722,0.23,0.8225,Positive
22701,0.277,0.723,0,-0.3182,Negative
22702,0.135,0.865,0,-0.3291,Negative
22703,0,1,0,0,Neutral
22704,0,0.851,0.149,0.4215,Positive
22705,0,0.652,0.348,0.4939,Positive
22706,0,1,0,0,Neutral
22707,0.099,0.844,0.057,-0.3147,Negative
22708,0,0.745,0.255,0.4738,Positive
22709,0,1,0,0,Neutral
22710,0,1,0,0,Neutral
22711,0,1,0,0,Neutral
22712,0,0.615,0.385,0.3612,Positive
22713,0,1,0,0,Neutral
22714,0,0.465,0.535,0.7845,Positive
22715,0,1,0,0,Neutral
22716,0,0.641,0.359,0.4215,Positive
22717,0.148,0.76,0.092,0.2224,Positive
22718,0.197,0.803,0,-0.5994,Negative
22719,0.508,0.492,0,-0.4767,Negative
22720,0.615,0.385,0,-0.4939,Negative
22721,0.208,0.538,0.254,0.1531,Positive
22722,0.078,0.753,0.169,0.2382,Positive
22723,0,0.655,0.345,0.6948,Positive
22724,0.216,0.784,0,-0.5106,Negative
22725,0.189,0.697,0.114,-0.1901,Negative
22726,0.194,0.806,0,-0.3924,Negative
22727,0,1,0,0,Neutral
22728,0.08,0.697,0.223,0.6239,Positive
22729,0.252,0.748,0,-0.4019,Negative
22730,0.078,0.922,0,-0.5106,Negative
22731,0.09,0.849,0.06,-0.2716,Negative
22732,0,1,0,0,Neutral
22733,0,1,0,0,Neutral
22734,0,1,0,0,Neutral
22735,0.2,0.591,0.209,0.0343,Neutral
22736,0,1,0,0,Neutral
22737,0.365,0.635,0,-0.7845,Negative
22738,0,0.663,0.337,0.624,Positive
22739,0.162,0.838,0,-0.4404,Negative
22740,0.249,0.751,0,-0.717,Negative
22741,0,1,0,0,Neutral
22742,0.223,0.777,0,-0.3182,Negative
22743,0,1,0,0,Neutral
22744,0,0.841,0.159,0.4648,Positive
22745,0,0.727,0.273,0.4588,Positive
22746,0,1,0,0,Neutral
22747,0.234,0.766,0,-0.5994,Negative
22748,0,1,0,0,Neutral
22749,0,1,0,0,Neutral
22750,0,1,0,0,Neutral
22751,0.243,0.497,0.26,0.0516,Positive
22752,0,1,0,0,Neutral
22753,0.247,0.753,0,-0.3182,Negative
22754,0,1,0,0,Neutral
22755,0,1,0,0,Neutral
22756,0,1,0,0,Neutral
22757,0.138,0.669,0.193,0.1027,Positive
22758,0,1,0,0,Neutral
22759,0,0.792,0.208,0.4939,Positive
22760,0.697,0.303,0,-0.3182,Negative
22761,0.387,0.452,0.161,-0.5423,Negative
22762,0,1,0,0,Neutral
22763,0.161,0.839,0,-0.3182,Negative
22764,0.198,0.631,0.17,-0.0803,Negative
22765,0.483,0.517,0,-0.4215,Negative
22766,0.265,0.735,0,-0.4374,Negative
22767,0.524,0.476,0,-0.296,Negative
22768,0,0.758,0.242,0.4926,Positive
22769,0,0.812,0.188,0.4186,Positive
22770,0,1,0,0,Neutral
22771,0,0.549,0.451,0.7125,Positive
22772,0.225,0.775,0,-0.4703,Negative
22773,0,0.878,0.122,0.1695,Positive
22774,0,0.679,0.321,0.2235,Positive
22775,0,0.702,0.298,0.5267,Positive
22776,0,0.68,0.32,0.7906,Positive
22777,0,0.681,0.319,0.8854,Positive
22778,0.09,0.747,0.162,0.4261,Positive
22779,0,0.714,0.286,0.34,Positive
22780,0.253,0.747,0,-0.7269,Negative
22781,0.31,0.69,0,-0.4019,Negative
22782,0,0.775,0.225,0.4939,Positive
22783,0,1,0,0,Neutral
22784,0,1,0,0,Neutral
22785,0,0.747,0.253,0.5743,Positive
22786,0,0.745,0.255,0.3382,Positive
22787,0,1,0,0,Neutral
22788,0.175,0.825,0,-0.7067,Negative
22789,0,0.704,0.296,0.6369,Positive
22790,0,0.625,0.375,0.34,Positive
22791,0,1,0,0,Neutral
22792,0,0.865,0.135,0.4118,Positive
22793,0,1,0,0,Neutral
22794,0,0.485,0.515,0.6486,Positive
22795,0,1,0,0,Neutral
22796,0,0.556,0.444,0.4926,Positive
22797,0,1,0,0,Neutral
22798,0,1,0,0,Neutral
22799,0.071,0.767,0.163,0.461,Positive
22800,0,0.729,0.271,0.8143,Positive
22801,0.545,0.455,0,-0.5562,Negative
22802,0,1,0,0,Neutral
22803,0,0.671,0.329,0.6597,Positive
22804,0,0.732,0.268,0.5267,Positive
22805,0.126,0.874,0,-0.3182,Negative
22806,0.448,0.552,0,-0.7964,Negative
22807,0,1,0,0,Neutral
22808,0,1,0,0,Neutral
22809,0,0.556,0.444,0.34,Positive
22810,0,1,0,0,Neutral
22811,0,0.785,0.215,0.6696,Positive
22812,0.189,0.61,0.201,0.0516,Positive
22813,0,1,0,0,Neutral
22814,0,1,0,0,Neutral
22815,0,1,0,0,Neutral
22816,0.079,0.729,0.192,0.7234,Positive
22817,0.148,0.644,0.208,0.2342,Positive
22818,0,1,0,0,Neutral
22819,0.387,0.613,0,-0.8208,Negative
22820,0,1,0,0,Neutral
22821,0,1,0,0,Neutral
22822,0,0.44,0.56,0.6249,Positive
22823,0,1,0,0,Neutral
22824,0,1,0,0,Neutral
22825,0.327,0.673,0,-0.5267,Negative
22826,0,0.825,0.175,0.3239,Positive
22827,0,1,0,0,Neutral
22828,0.322,0.503,0.176,-0.5994,Negative
22829,0.086,0.792,0.122,0,Neutral
22830,0,0.738,0.262,0.4278,Positive
22831,0.302,0.698,0,-0.3818,Negative
22832,0,1,0,0,Neutral
22833,0,1,0,0,Neutral
22834,0,1,0,0,Neutral
22835,0,0.816,0.184,0.5574,Positive
22836,0,0,1,0.4215,Positive
22837,0,1,0,0,Neutral
22838,0,1,0,0,Neutral
22839,0,1,0,0,Neutral
22840,0,1,0,0,Neutral
22841,0,1,0,0,Neutral
22842,0,1,0,0,Neutral
22843,0.073,0.772,0.154,0.5023,Positive
22844,0,1,0,0,Neutral
22845,0,1,0,0,Neutral
22846,0,1,0,0,Neutral
22847,0,1,0,0,Neutral
22848,0,0.602,0.398,0.5106,Positive
22849,0,1,0,0,Neutral
22850,0.321,0.543,0.136,-0.5267,Negative
22851,0,1,0,0,Neutral
22852,0,1,0,0,Neutral
22853,0.148,0.743,0.109,-0.2003,Negative
22854,0,1,0,0,Neutral
22855,0.149,0.851,0,-0.2732,Negative
22856,0.304,0.696,0,-0.5423,Negative
22857,0,0.527,0.473,0.4005,Positive
22858,0,1,0,0,Neutral
22859,0.139,0.816,0.044,-0.4222,Negative
22860,0,1,0,0,Neutral
22861,0,1,0,0,Neutral
22862,0,0.798,0.202,0.4199,Positive
22863,0,1,0,0,Neutral
22864,0,0.47,0.53,0.3089,Positive
22865,0.256,0.744,0,-0.4767,Negative
22866,0,0.836,0.164,0.5423,Positive
22867,0,0.775,0.225,0.2577,Positive
22868,0,1,0,0,Neutral
22869,0,1,0,0,Neutral
22870,0.394,0.606,0,-0.5499,Negative
22871,0,0.712,0.288,0.4278,Positive
22872,0.18,0.701,0.119,-0.2808,Negative
22873,0.255,0.745,0,-0.7579,Negative
22874,0.1,0.9,0,-0.1406,Negative
22875,0.271,0.729,0,-0.3818,Negative
22876,0,1,0,0,Neutral
22877,0,0.756,0.244,0.2342,Positive
22878,0,1,0,0,Neutral
22879,0,0.737,0.263,0.3597,Positive
22880,0,1,0,0,Neutral
22881,0,1,0,0,Neutral
22882,0,1,0,0,Neutral
22883,0,0.591,0.409,0.765,Positive
22884,0.435,0.565,0,-0.6597,Negative
22885,0.152,0.69,0.159,0.0258,Neutral
22886,0.233,0.767,0,-0.8074,Negative
22887,0.099,0.751,0.15,0.2732,Positive
22888,0.094,0.691,0.215,0.5267,Positive
22889,0,1,0,0,Neutral
22890,0,1,0,0,Neutral
22891,0,1,0,0,Neutral
22892,0,1,0,0,Neutral
22893,0,0.719,0.281,0.6487,Positive
22894,0,1,0,0,Neutral
22895,0.069,0.931,0,-0.4215,Negative
22896,0.544,0.456,0,-0.555,Negative
22897,0,0.551,0.449,0.916,Positive
22898,0,0.513,0.487,0.69,Positive
22899,0.419,0.581,0,-0.5574,Negative
22900,0.146,0.854,0,-0.2617,Negative
22901,0.174,0.826,0,-0.2732,Negative
22902,0,1,0,0,Neutral
22903,0,0.709,0.291,0.6249,Positive
22904,0,1,0,0,Neutral
22905,0,0.828,0.172,0.4404,Positive
22906,0,0.82,0.18,0.296,Positive
22907,0,1,0,0,Neutral
22908,0,0.779,0.221,0.5267,Positive
22909,0.336,0.437,0.227,-0.3071,Negative
22910,0,1,0,0,Neutral
22911,0.688,0.312,0,-0.6597,Negative
22912,0,1,0,0,Neutral
22913,0,1,0,0,Neutral
22914,0,1,0,0,Neutral
22915,0,1,0,0,Neutral
22916,0.115,0.769,0.115,0,Neutral
22917,0,1,0,0,Neutral
22918,0.263,0.652,0.085,-0.7506,Negative
22919,0,0.769,0.231,0.6249,Positive
22920,0,1,0,0,Neutral
22921,0,1,0,0,Neutral
22922,0,1,0,0,Neutral
22923,0.185,0.815,0,-0.3595,Negative
22924,0.162,0.838,0,-0.4404,Negative
22925,0,1,0,0,Neutral
22926,0.247,0.753,0,-0.3182,Negative
22927,0,0.762,0.238,0.3612,Positive
22928,0,1,0,0,Neutral
22929,0,1,0,0,Neutral
22930,0,1,0,0,Neutral
22931,0,0.84,0.16,0.2732,Positive
22932,0,0.385,0.615,0.4927,Positive
22933,0,1,0,0,Neutral
22934,0,1,0,0,Neutral
22935,0,0.902,0.098,0.0772,Positive
22936,0,1,0,0,Neutral
22937,0,0.769,0.231,0.34,Positive
22938,0,0.565,0.435,0.4738,Positive
22939,0,0.6,0.4,0.7184,Positive
22940,0,1,0,0,Neutral
22941,0,1,0,0,Neutral
22942,0,0.817,0.183,0.7133,Positive
22943,0,1,0,0,Neutral
22944,0,1,0,0,Neutral
22945,0,1,0,0,Neutral
22946,0.649,0.351,0,-0.5719,Negative
22947,0,1,0,0,Neutral
22948,0.226,0.675,0.099,-0.4939,Negative
22949,0,0.741,0.259,0.2732,Positive
22950,0,1,0,0,Neutral
22951,0.087,0.741,0.172,0.3818,Positive
22952,0,1,0,0,Neutral
22953,0.145,0.748,0.106,-0.5158,Negative
22954,0.282,0.718,0,-0.6249,Negative
22955,0,0.845,0.155,0.296,Positive
22956,0,1,0,0,Neutral
22957,0.098,0.68,0.222,0.7004,Positive
22958,0,0,1,0.5526,Positive
22959,0.216,0.635,0.148,-0.3147,Negative
22960,0.169,0.75,0.081,-0.34,Negative
22961,0.333,0.667,0,-0.3612,Negative
22962,0,1,0,0,Neutral
22963,0.269,0.396,0.334,0.2064,Positive
22964,0,1,0,0,Neutral
22965,0.173,0.827,0,-0.3182,Negative
22966,0,0.848,0.152,0.3612,Positive
22967,0,1,0,0,Neutral
22968,0,0.561,0.439,0.5702,Positive
22969,0,1,0,0,Neutral
22970,0.172,0.828,0,-0.4019,Negative
22971,0,1,0,0,Neutral
22972,0,1,0,0,Neutral
22973,0.081,0.813,0.105,0.2225,Positive
22974,0,1,0,0,Neutral
22975,0.529,0.471,0,-0.6688,Negative
22976,0.08,0.68,0.24,0.5106,Positive
22977,0,1,0,0,Neutral
22978,0.279,0.721,0,-0.4767,Negative
22979,0.259,0.741,0,-0.4215,Negative
22980,0,0.741,0.259,0.2732,Positive
22981,0.074,0.77,0.157,0.3561,Positive
22982,0,1,0,0,Neutral
22983,0.45,0.55,0,-0.7104,Negative
22984,0,0.769,0.231,0.4019,Positive
22985,0,0.782,0.218,0.4199,Positive
22986,0,0.444,0.556,0.3612,Positive
22987,0,1,0,0,Neutral
22988,0,0.733,0.267,0.4588,Positive
22989,0,1,0,0,Neutral
22990,0,1,0,0,Neutral
22991,0,1,0,0,Neutral
22992,0,0.78,0.22,0.5859,Positive
22993,0,0.61,0.39,0.8972,Positive
22994,0,1,0,0,Neutral
22995,0.146,0.854,0,-0.4404,Negative
22996,0,1,0,0,Neutral
22997,0,0.573,0.427,0.7372,Positive
22998,0,0.648,0.352,0.7599,Positive
22999,0,1,0,0,Neutral
23000,0.5,0.5,0,-0.6115,Negative
23001,0,0.701,0.299,0.4574,Positive
23002,0,0.784,0.216,0.296,Positive
23003,0,1,0,0,Neutral
23004,0,1,0,0,Neutral
23005,0.167,0.833,0,-0.5859,Negative
23006,0,1,0,0,Neutral
23007,0.206,0.664,0.13,-0.0772,Negative
23008,0.176,0.824,0,-0.4588,Negative
23009,0,1,0,0,Neutral
23010,0,1,0,0,Neutral
23011,0.266,0.734,0,-0.6114,Negative
23012,0,0.707,0.293,0.4404,Positive
23013,0,1,0,0,Neutral
23014,0,0.62,0.38,0.8979,Positive
23015,0,0.837,0.163,0.5106,Positive
23016,0.277,0.723,0,-0.3182,Negative
23017,0,1,0,0,Neutral
23018,0.204,0.796,0,-0.3182,Negative
23019,0.5,0.5,0,-0.4588,Negative
23020,0,1,0,0,Neutral
23021,0.08,0.547,0.372,0.7906,Positive
23022,0,0.559,0.441,0.8356,Positive
23023,0,1,0,0,Neutral
23024,0,1,0,0,Neutral
23025,0.443,0.557,0,-0.6103,Negative
23026,0.314,0.59,0.096,-0.6059,Negative
23027,0,1,0,0,Neutral
23028,0.328,0.672,0,-0.7065,Negative
23029,0,0.803,0.197,0.4927,Positive
23030,0,0.68,0.32,0.6808,Positive
23031,0,0.655,0.345,0.6948,Positive
23032,0,1,0,0,Neutral
23033,0,1,0,0,Neutral
23034,0.174,0.743,0.083,-0.2714,Negative
23035,0,1,0,0,Neutral
23036,0,1,0,0,Neutral
23037,0,0.827,0.173,0.4824,Positive
23038,0,1,0,0,Neutral
23039,0.3,0.7,0,-0.5093,Negative
23040,0.371,0.629,0,-0.6486,Negative
23041,0,1,0,0,Neutral
23042,0.45,0.55,0,-0.6239,Negative
23043,0,1,0,0,Neutral
23044,0,1,0,0,Neutral
23045,0,0.845,0.155,0.296,Positive
23046,0,0.714,0.286,0.7004,Positive
23047,0,0.469,0.531,0.5267,Positive
23048,0,0.694,0.306,0.474,Positive
23049,0,0.841,0.159,0.3116,Positive
23050,0,0.787,0.213,0.5574,Positive
23051,0.356,0.644,0,-0.1675,Negative
23052,0,1,0,0,Neutral
23053,0,1,0,0,Neutral
23054,0,1,0,0,Neutral
23055,0,1,0,0,Neutral
23056,0.234,0.766,0,-0.4118,Negative
23057,0,0.753,0.247,0.6055,Positive
23058,0,1,0,0,Neutral
23059,0,1,0,0,Neutral
23060,0,1,0,0,Neutral
23061,0,0.771,0.229,0.5508,Positive
23062,0.174,0.826,0,-0.368,Negative
23063,0.187,0.813,0,-0.3182,Negative
23064,0,0.737,0.263,0.3597,Positive
23065,0,1,0,0,Neutral
23066,0.148,0.741,0.111,-0.1531,Negative
23067,0,0.625,0.375,0.5848,Positive
23068,0,1,0,0,Neutral
23069,0.114,0.825,0.061,-0.453,Negative
23070,0.189,0.811,0,-0.5754,Negative
23071,0,1,0,0,Neutral
23072,0,1,0,0,Neutral
