,neg,neu,pos,compound,label
5166,0.265,0.735,0,-0.5574,Negative
5167,0,1,0,0,Neutral
5168,0,1,0,0,Neutral
5169,0,1,0,0,Neutral
5170,0,1,0,0,Neutral
5171,0,0.455,0.545,0.34,Positive
5172,0.559,0.441,0,-0.6219,Negative
5173,0,0.758,0.242,0.4939,Positive
5174,0,1,0,0,Neutral
5175,0,1,0,0,Neutral
5176,0,1,0,0,Neutral
5177,0,1,0,0,Neutral
5178,0.302,0.698,0,-0.3818,Negative
5179,0,1,0,0,Neutral
5180,0,1,0,0,Neutral
5181,0,1,0,0,Neutral
5182,0,0.812,0.188,0.605,Positive
5183,0,1,0,0,Neutral
5184,0,1,0,0,Neutral
5185,0,1,0,0,Neutral
5186,0.306,0.694,0,-0.296,Negative
5187,0,1,0,0,Neutral
5188,0,1,0,0,Neutral
5189,0.467,0.533,0,-0.5423,Negative
5190,0,1,0,0,Neutral
5191,0,1,0,0,Neutral
5192,0,0.67,0.33,0.6037,Positive
5193,0,1,0,0,Neutral
5194,0,1,0,0,Neutral
5195,0.117,0.665,0.218,0.4939,Positive
5196,0,1,0,0,Neutral
5197,0.355,0.645,0,-0.296,Negative
5198,0,1,0,0,Neutral
5199,0,0.641,0.359,0.4215,Positive
5200,0,1,0,0,Neutral
5201,0,1,0,0,Neutral
5202,0,1,0,0,Neutral
5203,0.113,0.887,0,-0.5938,Negative
5204,0.112,0.863,0.026,-0.7081,Negative
5205,0,1,0,0,Neutral
5206,0.467,0.533,0,-0.6571,Negative
5207,0,1,0,0,Neutral
5208,0,1,0,0,Neutral
5209,0,1,0,0,Neutral
5210,0,1,0,0,Neutral
5211,0,1,0,0,Neutral
5212,0,1,0,0,Neutral
5213,0,1,0,0,Neutral
5214,0,1,0,0,Neutral
5215,0,0.548,0.452,0.5106,Positive
5216,0.061,0.609,0.33,0.7425,Positive
5217,0,1,0,0,Neutral
5218,0,1,0,0,Neutral
5219,0,1,0,0,Neutral
5220,0.375,0.625,0,-0.5574,Negative
5221,0,1,0,0,Neutral
5222,0,1,0,0,Neutral
5223,0,0.916,0.084,0.296,Positive
5224,0,1,0,0,Neutral
5225,0,0.69,0.31,0.4019,Positive
5226,0.085,0.64,0.275,0.7461,Positive
5227,0,1,0,0,Neutral
5228,0,1,0,0,Neutral
5229,0,1,0,0,Neutral
5230,0,1,0,0,Neutral
5231,0,0.842,0.158,0.6884,Positive
5232,0,1,0,0,Neutral
5233,0,1,0,0,Neutral
5234,0,1,0,0,Neutral
5235,0,1,0,0,Neutral
5236,0.244,0.385,0.372,0.25,Positive
5237,0,1,0,0,Neutral
5238,0,1,0,0,Neutral
5239,0.231,0.769,0,-0.4019,Negative
5240,0,1,0,0,Neutral
5241,0,1,0,0,Neutral
5242,0.179,0.821,0,-0.3412,Negative
5243,0,0.801,0.199,0.5754,Positive
5244,0,1,0,0,Neutral
5245,0.348,0.652,0,-0.6458,Negative
5246,0.167,0.833,0,-0.4939,Negative
5247,0,1,0,0,Neutral
5248,0,1,0,0,Neutral
5249,0,0.882,0.118,0.1531,Positive
5250,0,1,0,0,Neutral
5251,0,1,0,0,Neutral
5252,0.265,0.735,0,-0.5007,Negative
5253,0,1,0,0,Neutral
5254,0,1,0,0,Neutral
5255,0,1,0,0,Neutral
5256,0,0.655,0.345,0.5696,Positive
5257,0.462,0.538,0,-0.7184,Negative
5258,0,1,0,0,Neutral
5259,0,1,0,0,Neutral
5260,0,0.508,0.492,0.8271,Positive
5261,0.279,0.721,0,-0.4767,Negative
5262,0.245,0.615,0.14,-0.2957,Negative
5263,0,1,0,0,Neutral
5264,0.148,0.852,0,-0.7767,Negative
5265,0,1,0,0,Neutral
5266,0,0.694,0.306,0.5461,Positive
5267,0.175,0.746,0.079,-0.7783,Negative
5268,0,0.872,0.128,0.296,Positive
5269,0.384,0.616,0,-0.3595,Negative
5270,0.464,0.536,0,-0.3818,Negative
5271,0.681,0.319,0,-0.75,Negative
5272,0.795,0.205,0,-0.8294,Negative
5273,0,0.334,0.666,0.8398,Positive
5274,0,1,0,0,Neutral
5275,0.074,0.813,0.113,0.0129,Neutral
5276,0,1,0,0,Neutral
5277,0,1,0,0,Neutral
5278,0.383,0.617,0,-0.6784,Negative
5279,0.432,0.568,0,-0.5859,Negative
5280,0.161,0.839,0,-0.5304,Negative
5281,0,1,0,0,Neutral
5282,0,0.417,0.583,0.6369,Positive
5283,0,1,0,0,Neutral
5284,0,1,0,0,Neutral
5285,0,1,0,0,Neutral
5286,0,1,0,0,Neutral
5287,0.124,0.721,0.155,0.3956,Positive
5288,0,0,1,0.4019,Positive
5289,0,1,0,0,Neutral
5290,0,1,0,0,Neutral
5291,0.18,0.667,0.153,-0.1027,Negative
5292,0.463,0.537,0,-0.5122,Negative
5293,0,1,0,0,Neutral
5294,0,1,0,0,Neutral
5295,0,1,0,0,Neutral
5296,0,1,0,0,Neutral
5297,0.12,0.88,0,-0.504,Negative
5298,0.149,0.851,0,-0.1027,Negative
5299,0,1,0,0,Neutral
5300,0.174,0.826,0,-0.2732,Negative
5301,0,1,0,0,Neutral
5302,0,1,0,0,Neutral
5303,0.621,0.379,0,-0.6769,Negative
5304,0.241,0.678,0.081,-0.6908,Negative
5305,0,1,0,0,Neutral
5306,0.093,0.907,0,-0.5719,Negative
5307,0,1,0,0,Neutral
5308,0,1,0,0,Neutral
5309,0.345,0.655,0,-0.3885,Negative
5310,0.366,0.634,0,-0.6369,Negative
5311,0.074,0.738,0.188,0.5719,Positive
5312,0.145,0.855,0,-0.296,Negative
5313,0.122,0.778,0.1,-0.1027,Negative
5314,0.333,0.667,0,-0.5423,Negative
5315,0,1,0,0,Neutral
5316,0,1,0,0,Neutral
5317,0,1,0,0,Neutral
5318,0,1,0,0,Neutral
5319,0,1,0,0,Neutral
5320,0,1,0,0,Neutral
5321,0.048,0.856,0.096,0.3956,Positive
5322,0,1,0,0,Neutral
5323,0,1,0,0,Neutral
5324,0,1,0,0,Neutral
5325,0,1,0,0,Neutral
5326,0,0.612,0.388,0.2263,Positive
5327,0.42,0.341,0.239,-0.3818,Negative
5328,0,1,0,0,Neutral
5329,0,0.8,0.2,0.3597,Positive
5330,0,0.739,0.261,0.8455,Positive
5331,0,1,0,0,Neutral
5332,0,0.72,0.28,0.6467,Positive
5333,0,0.498,0.502,0.6166,Positive
5334,0,1,0,0,Neutral
5335,0.324,0.676,0,-0.3384,Negative
5336,0,1,0,0,Neutral
5337,0,1,0,0,Neutral
5338,0,1,0,0,Neutral
5339,0,1,0,0,Neutral
5340,0.682,0.318,0,-0.8221,Negative
5341,0,0.887,0.113,0.2878,Positive
5342,0,1,0,0,Neutral
5343,0,1,0,0,Neutral
5344,0,0.612,0.388,0.368,Positive
5345,0.104,0.896,0,-0.1027,Negative
5346,0,0.794,0.206,0.7718,Positive
5347,0.516,0.484,0,-0.6449,Negative
5348,0,1,0,0,Neutral
5349,0,1,0,0,Neutral
5350,0.121,0.879,0,-0.296,Negative
5351,0,1,0,0,Neutral
5352,0,0.63,0.37,0.5719,Positive
5353,0.233,0.444,0.322,0.2023,Positive
5354,0,1,0,0,Neutral
5355,0,1,0,0,Neutral
5356,0.231,0.769,0,-0.2732,Negative
5357,0,1,0,0,Neutral
5358,0,1,0,0,Neutral
5359,0,1,0,0,Neutral
5360,0,1,0,0,Neutral
5361,0,1,0,0,Neutral
5362,0,1,0,0,Neutral
5363,0,1,0,0,Neutral
5364,0,1,0,0,Neutral
5365,0,1,0,0,Neutral
5366,0.257,0.743,0,-0.5859,Negative
5367,0,0.883,0.117,0.5515,Positive
5368,0,1,0,0,Neutral
5369,0,1,0,0,Neutral
5370,0,1,0,0,Neutral
5371,0,1,0,0,Neutral
5372,0,1,0,0,Neutral
5373,0,1,0,0,Neutral
5374,0,1,0,0,Neutral
5375,0,1,0,0,Neutral
5376,0,1,0,0,Neutral
5377,0,0.894,0.106,0.0772,Positive
5378,0,0.711,0.289,0.6671,Positive
5379,0,1,0,0,Neutral
5380,0,1,0,0,Neutral
5381,0,1,0,0,Neutral
5382,0,1,0,0,Neutral
5383,0,1,0,0,Neutral
5384,0,1,0,0,Neutral
5385,0,1,0,0,Neutral
5386,0.155,0.845,0,-0.296,Negative
5387,0,1,0,0,Neutral
5388,0,0.476,0.524,0.6705,Positive
5389,0,1,0,0,Neutral
5390,0,1,0,0,Neutral
5391,0,0.667,0.333,0.4588,Positive
5392,0,1,0,0,Neutral
5393,0,0.213,0.787,0.5719,Positive
5394,0.083,0.678,0.239,0.7243,Positive
5395,0,1,0,0,Neutral
5396,0,1,0,0,Neutral
5397,0,1,0,0,Neutral
5398,0,1,0,0,Neutral
5399,0.268,0.732,0,-0.296,Negative
5400,0.303,0.697,0,-0.7885,Negative
5401,0,1,0,0,Neutral
5402,0,0.725,0.275,0.6908,Positive
5403,0,1,0,0,Neutral
5404,0.064,0.859,0.077,0.1027,Positive
5405,0,0.43,0.57,0.6486,Positive
5406,0.778,0.222,0,-0.5423,Negative
5407,0,1,0,0,Neutral
5408,0.319,0.681,0,-0.69,Negative
5409,0.254,0.746,0,-0.5267,Negative
5410,0,1,0,0,Neutral
5411,0,0.851,0.149,0.4215,Positive
5412,0,1,0,0,Neutral
5413,0,0.706,0.294,0.3612,Positive
5414,0,1,0,0,Neutral
5415,0,1,0,0,Neutral
5416,0.412,0.588,0,-0.5423,Negative
5417,0,1,0,0,Neutral
5418,0,1,0,0,Neutral
5419,0,1,0,0,Neutral
5420,0,1,0,0,Neutral
5421,0,1,0,0,Neutral
5422,0.046,0.954,0,-0.0516,Negative
5423,0,1,0,0,Neutral
5424,0,1,0,0,Neutral
5425,0,1,0,0,Neutral
5426,0,0.845,0.155,0.7059,Positive
5427,0,1,0,0,Neutral
5428,0,1,0,0,Neutral
5429,0,0.283,0.717,0.368,Positive
5430,0.085,0.915,0,-0.4215,Negative
5431,0,1,0,0,Neutral
5432,0,0.834,0.166,0.2924,Positive
5433,0.255,0.625,0.12,-0.3804,Negative
5434,0,1,0,0,Neutral
5435,0,1,0,0,Neutral
5436,0,0.723,0.277,0.3182,Positive
5437,0,1,0,0,Neutral
5438,0.347,0.653,0,-0.4926,Negative
5439,0,1,0,0,Neutral
5440,0,0.637,0.363,0.5308,Positive
5441,0,1,0,0,Neutral
5442,0,1,0,0,Neutral
5443,0,1,0,0,Neutral
5444,0,1,0,0,Neutral
5445,0,1,0,0,Neutral
5446,0,1,0,0,Neutral
5447,0,1,0,0,Neutral
5448,0,1,0,0,Neutral
5449,0,1,0,0,Neutral
5450,0,0.904,0.096,0.4039,Positive
5451,0,1,0,0,Neutral
5452,0.136,0.816,0.049,-0.6705,Negative
5453,0,0.837,0.163,0.6486,Positive
5454,0,1,0,0,Neutral
5455,0,1,0,0,Neutral
5456,0,1,0,0,Neutral
5457,0,1,0,0,Neutral
5458,0.189,0.811,0,-0.2732,Negative
5459,0.206,0.794,0,-0.3818,Negative
5460,0,1,0,0,Neutral
5461,0,1,0,0,Neutral
5462,0,1,0,0,Neutral
5463,0.422,0.578,0,-0.6571,Negative
5464,0,1,0,0,Neutral
5465,0,0.825,0.175,0.5893,Positive
5466,0.565,0.435,0,-0.5994,Negative
5467,0,1,0,0,Neutral
5468,0,1,0,0,Neutral
5469,0,1,0,0,Neutral
5470,0,1,0,0,Neutral
5471,0,1,0,0,Neutral
5472,0.342,0.658,0,-0.3818,Negative
5473,0,1,0,0,Neutral
5474,0,0.825,0.175,0.5893,Positive
5475,0.301,0.552,0.147,-0.3612,Negative
5476,0.252,0.748,0,-0.4633,Negative
5477,0,1,0,0,Neutral
5478,0,1,0,0,Neutral
5479,0,1,0,0,Neutral
5480,0,1,0,0,Neutral
5481,0.185,0.815,0,-0.68,Negative
5482,0.188,0.764,0.048,-0.7658,Negative
5483,0,0.769,0.231,0.128,Positive
5484,0,1,0,0,Neutral
5485,0,1,0,0,Neutral
5486,0,1,0,0,Neutral
5487,0,1,0,0,Neutral
5488,0.73,0.27,0,-0.4019,Negative
5489,0,1,0,0,Neutral
5490,0.165,0.835,0,-0.3716,Negative
5491,0,1,0,0,Neutral
5492,0,1,0,0,Neutral
5493,0.777,0.223,0,-0.5386,Negative
5494,0,0,1,0.4215,Positive
5495,0.64,0.36,0,-0.7964,Negative
5496,0,0.722,0.278,0.4019,Positive
5497,0,1,0,0,Neutral
5498,0.255,0.598,0.148,-0.3841,Negative
5499,0.394,0.606,0,-0.3818,Negative
5500,0,1,0,0,Neutral
5501,0.212,0.788,0,-0.5411,Negative
5502,0,1,0,0,Neutral
5503,0,1,0,0,Neutral
5504,0,1,0,0,Neutral
5505,0,1,0,0,Neutral
5506,0,1,0,0,Neutral
5507,0.379,0.5,0.121,-0.6857,Negative
5508,0,1,0,0,Neutral
5509,0,1,0,0,Neutral
5510,0,1,0,0,Neutral
5511,0.331,0.669,0,-0.5374,Negative
5512,0,0.465,0.535,0.6968,Positive
5513,0,1,0,0,Neutral
5514,0,1,0,0,Neutral
5515,0.414,0.586,0,-0.6408,Negative
5516,0,0.656,0.344,0.2732,Positive
5517,0,1,0,0,Neutral
5518,0,1,0,0,Neutral
5519,0,1,0,0,Neutral
5520,0,0.444,0.556,0.3612,Positive
5521,0.259,0.741,0,-0.5423,Negative
5522,0,1,0,0,Neutral
5523,0.25,0.75,0,-0.25,Negative
5524,0,1,0,0,Neutral
5525,0,1,0,0,Neutral
5526,0,0.769,0.231,0.34,Positive
5527,0,1,0,0,Neutral
5528,0,1,0,0,Neutral
5529,0.353,0.647,0,-0.6562,Negative
5530,0,1,0,0,Neutral
5531,0,1,0,0,Neutral
5532,0,1,0,0,Neutral
5533,0.6,0.4,0,-0.4588,Negative
5534,0,1,0,0,Neutral
5535,0,1,0,0,Neutral
5536,0,1,0,0,Neutral
5537,0,1,0,0,Neutral
5538,0,1,0,0,Neutral
5539,0.295,0.705,0,-0.7065,Negative
5540,0,1,0,0,Neutral
5541,0,1,0,0,Neutral
5542,0,1,0,0,Neutral
5543,0,1,0,0,Neutral
5544,0,1,0,0,Neutral
5545,0,1,0,0,Neutral
5546,0.098,0.902,0,-0.3818,Negative
5547,0,1,0,0,Neutral
5548,0,0.518,0.482,0.4199,Positive
5549,0,1,0,0,Neutral
5550,0.208,0.792,0,-0.2732,Negative
5551,0,1,0,0,Neutral
5552,0,1,0,0,Neutral
5553,0,1,0,0,Neutral
5554,0,1,0,0,Neutral
5555,0.23,0.77,0,-0.2714,Negative
5556,0.191,0.809,0,-0.4717,Negative
5557,0,1,0,0,Neutral
5558,0,0.894,0.106,0.2263,Positive
5559,0,1,0,0,Neutral
5560,0,1,0,0,Neutral
5561,0,1,0,0,Neutral
5562,0,1,0,0,Neutral
5563,0,1,0,0,Neutral
5564,0.094,0.791,0.115,0.1531,Positive
5565,0,1,0,0,Neutral
5566,0.246,0.754,0,-0.2411,Negative
5567,0.091,0.909,0,-0.0516,Negative
5568,0,0.815,0.185,0.3612,Positive
5569,0.174,0.826,0,-0.2263,Negative
5570,0,0.641,0.359,0.4215,Positive
5571,0,1,0,0,Neutral
5572,0.608,0.392,0,-0.4767,Negative
5573,0,0.855,0.145,0.1759,Positive
5574,0,1,0,0,Neutral
5575,0,1,0,0,Neutral
5576,0,1,0,0,Neutral
5577,0,1,0,0,Neutral
5578,0.493,0.507,0,-0.594,Negative
5579,0,1,0,0,Neutral
5580,0,1,0,0,Neutral
5581,0,1,0,0,Neutral
5582,0,0.435,0.565,0.4404,Positive
5583,0,0.808,0.192,0.1695,Positive
5584,0.242,0.758,0,-0.6956,Negative
5585,0,0.518,0.482,0.4201,Positive
5586,0,0.763,0.237,0.4767,Positive
5587,0,1,0,0,Neutral
5588,0,1,0,0,Neutral
5589,0,1,0,0,Neutral
5590,0,1,0,0,Neutral
5591,0,1,0,0,Neutral
5592,0.169,0.831,0,-0.6467,Negative
5593,0,1,0,0,Neutral
5594,0,1,0,0,Neutral
5595,0,1,0,0,Neutral
5596,0.239,0.761,0,-0.7405,Negative
5597,0,1,0,0,Neutral
5598,0,0.706,0.294,0.3612,Positive
5599,0,0.549,0.451,0.7125,Positive
5600,0,1,0,0,Neutral
5601,0,1,0,0,Neutral
5602,0,1,0,0,Neutral
5603,0,1,0,0,Neutral
5604,0,1,0,0,Neutral
5605,0,1,0,0,Neutral
5606,0,1,0,0,Neutral
5607,0,1,0,0,Neutral
5608,0,1,0,0,Neutral
5609,0,1,0,0,Neutral
5610,0,1,0,0,Neutral
5611,0,0.724,0.276,0.6369,Positive
5612,0,0.606,0.394,0.0772,Positive
5613,0,0.704,0.296,0.2732,Positive
5614,0,1,0,0,Neutral
5615,0,1,0,0,Neutral
5616,0,1,0,0,Neutral
5617,0,1,0,0,Neutral
5618,0.141,0.859,0,-0.3182,Negative
5619,0,1,0,0,Neutral
5620,0,1,0,0,Neutral
5621,0,1,0,0,Neutral
5622,0,1,0,0,Neutral
5623,0,1,0,0,Neutral
5624,0,0.696,0.304,0.6037,Positive
5625,0,0.444,0.556,0.3612,Positive
5626,0,1,0,0,Neutral
5627,0,1,0,0,Neutral
5628,0,0.643,0.357,0.1695,Positive
5629,0,1,0,0,Neutral
5630,0.356,0.274,0.37,0.0258,Neutral
5631,0,0.634,0.366,0.826,Positive
5632,0,1,0,0,Neutral
5633,0,0.742,0.258,0.4184,Positive
5634,0.318,0.682,0,-0.1027,Negative
5635,0.792,0.208,0,-0.5859,Negative
5636,0,1,0,0,Neutral
5637,0.478,0.522,0,-0.6705,Negative
5638,0,1,0,0,Neutral
5639,0,1,0,0,Neutral
5640,0,1,0,0,Neutral
5641,0.172,0.828,0,-0.1695,Negative
5642,0.399,0.261,0.34,-0.1739,Negative
5643,0,1,0,0,Neutral
5644,0.075,0.748,0.178,0.5927,Positive
5645,0,1,0,0,Neutral
5646,0,1,0,0,Neutral
5647,0,1,0,0,Neutral
5648,0,1,0,0,Neutral
5649,0,0.481,0.519,0.5007,Positive
5650,0,1,0,0,Neutral
5651,0.423,0.577,0,-0.296,Negative
5652,0,1,0,0,Neutral
5653,0,0.566,0.434,0.3182,Positive
5654,0.286,0.714,0,-0.25,Negative
5655,0,1,0,0,Neutral
5656,0,0,1,0.4215,Positive
5657,0,0.602,0.398,0.6486,Positive
5658,0,1,0,0,Neutral
5659,0,1,0,0,Neutral
5660,0,1,0,0,Neutral
5661,0,1,0,0,Neutral
5662,0.086,0.886,0.027,-0.4215,Negative
5663,0.225,0.775,0,-0.4404,Negative
5664,0,1,0,0,Neutral
5665,0,0.82,0.18,0.296,Positive
5666,0.151,0.649,0.2,0.2263,Positive
5667,0,1,0,0,Neutral
5668,0,1,0,0,Neutral
5669,0,0.381,0.619,0.7579,Positive
5670,0.481,0.519,0,-0.6841,Negative
5671,0,0.581,0.419,0.5574,Positive
5672,0.1,0.78,0.12,0.1363,Positive
5673,0.1,0.683,0.217,0.4404,Positive
5674,0,1,0,0,Neutral
5675,0,0.828,0.172,0.4019,Positive
5676,0.778,0.222,0,-0.5423,Negative
5677,0,1,0,0,Neutral
5678,0,0.829,0.171,0.3544,Positive
5679,0,0.244,0.756,0.4767,Positive
5680,0,0.326,0.674,0.7351,Positive
5681,0.297,0.703,0,-0.5859,Negative
5682,0,1,0,0,Neutral
5683,0,1,0,0,Neutral
5684,0,1,0,0,Neutral
5685,0,1,0,0,Neutral
5686,0,1,0,0,Neutral
5687,0.169,0.831,0,-0.6467,Negative
5688,0,1,0,0,Neutral
5689,0,1,0,0,Neutral
5690,0,1,0,0,Neutral
5691,0,1,0,0,Neutral
5692,0,1,0,0,Neutral
5693,0,1,0,0,Neutral
5694,0,0.649,0.351,0.1593,Positive
5695,0,1,0,0,Neutral
5696,0,1,0,0,Neutral
5697,0,1,0,0,Neutral
5698,0,1,0,0,Neutral
5699,0,1,0,0,Neutral
5700,0,1,0,0,Neutral
5701,0,1,0,0,Neutral
5702,0,1,0,0,Neutral
5703,0,1,0,0,Neutral
5704,0,1,0,0,Neutral
5705,0.6,0.4,0,-0.8172,Negative
5706,0.333,0.667,0,-0.128,Negative
5707,0,1,0,0,Neutral
5708,0,0.865,0.135,0.4664,Positive
5709,0,1,0,0,Neutral
5710,0.238,0.762,0,-0.3612,Negative
5711,0,1,0,0,Neutral
5712,0.412,0.588,0,-0.2732,Negative
5713,0,1,0,0,Neutral
5714,0,0.4,0.6,0.4588,Positive
5715,0.147,0.778,0.075,-0.34,Negative
5716,0,1,0,0,Neutral
5717,0.429,0.571,0,-0.4588,Negative
5718,0,0.441,0.559,0.5859,Positive
5719,0,1,0,0,Neutral
5720,0,1,0,0,Neutral
5721,0,1,0,0,Neutral
5722,0,1,0,0,Neutral
5723,0,1,0,0,Neutral
5724,0,1,0,0,Neutral
5725,0,0.676,0.324,0.34,Positive
5726,0,0.723,0.277,0.3182,Positive
5727,0.381,0.619,0,-0.4019,Negative
5728,0.174,0.826,0,-0.2732,Negative
5729,0,1,0,0,Neutral
5730,0.149,0.851,0,-0.4199,Negative
5731,0,1,0,0,Neutral
5732,0,1,0,0,Neutral
5733,0,1,0,0,Neutral
5734,0,0.799,0.201,0.6166,Positive
5735,0.434,0.566,0,-0.6808,Negative
5736,0.265,0.735,0,-0.2023,Negative
5737,0,0.846,0.154,0.4767,Positive
5738,0,1,0,0,Neutral
5739,0,1,0,0,Neutral
5740,0,0.834,0.166,0.4926,Positive
5741,0,0.828,0.172,0.4019,Positive
5742,0,1,0,0,Neutral
5743,0,1,0,0,Neutral
5744,0,0.732,0.268,0.5093,Positive
5745,0,1,0,0,Neutral
5746,0.245,0.182,0.573,0.5574,Positive
5747,0,0.678,0.322,0.2263,Positive
5748,0,1,0,0,Neutral
5749,0,1,0,0,Neutral
5750,0,1,0,0,Neutral
5751,0,1,0,0,Neutral
5752,0,1,0,0,Neutral
5753,0,1,0,0,Neutral
5754,0.2,0.8,0,-0.5423,Negative
5755,0.183,0.628,0.188,0.0186,Neutral
5756,0.156,0.64,0.203,0.168,Positive
5757,0.355,0.645,0,-0.296,Negative
5758,0,1,0,0,Neutral
5759,0.077,0.718,0.204,0.5106,Positive
5760,0,1,0,0,Neutral
5761,0,0.55,0.45,0.5994,Positive
5762,0,1,0,0,Neutral
5763,0,1,0,0,Neutral
5764,0,0.799,0.201,0.6166,Positive
5765,0,0.763,0.237,0.2914,Positive
5766,0,1,0,0,Neutral
5767,0,1,0,0,Neutral
5768,0.333,0.667,0,-0.3612,Negative
5769,0.258,0.742,0,-0.5388,Negative
5770,0,1,0,0,Neutral
5771,0,0.779,0.221,0.3736,Positive
5772,0,1,0,0,Neutral
5773,0,1,0,0,Neutral
5774,0,1,0,0,Neutral
5775,0,1,0,0,Neutral
5776,0,1,0,0,Neutral
5777,0.474,0.526,0,-0.4019,Negative
5778,0.092,0.71,0.198,0.3678,Positive
5779,0,1,0,0,Neutral
5780,0,1,0,0,Neutral
5781,0,1,0,0,Neutral
5782,0,1,0,0,Neutral
5783,0,1,0,0,Neutral
5784,0.143,0.857,0,-0.2103,Negative
5785,0,0.645,0.355,0.296,Positive
5786,0.688,0.312,0,-0.296,Negative
5787,0,1,0,0,Neutral
5788,0,1,0,0,Neutral
5789,0,1,0,0,Neutral
5790,0.342,0.658,0,-0.3818,Negative
5791,0.107,0.893,0,-0.1406,Negative
5792,0,1,0,0,Neutral
5793,0.333,0.667,0,-0.3612,Negative
5794,0,1,0,0,Neutral
5795,0,1,0,0,Neutral
5796,0,0.588,0.412,0.4215,Positive
5797,0,1,0,0,Neutral
5798,0,1,0,0,Neutral
5799,0,1,0,0,Neutral
5800,0.31,0.69,0,-0.4019,Negative
5801,0,1,0,0,Neutral
5802,0,0.904,0.096,0.1531,Positive
5803,0,1,0,0,Neutral
5804,0.217,0.573,0.21,-0.0258,Neutral
5805,0,1,0,0,Neutral
5806,0,0.806,0.194,0.1139,Positive
5807,0.394,0.606,0,-0.3818,Negative
5808,0.508,0.492,0,-0.4767,Negative
5809,0,0.839,0.161,0.6956,Positive
5810,0.134,0.714,0.152,-0.1027,Negative
5811,0.736,0.264,0,-0.4199,Negative
5812,0.142,0.594,0.264,0.312,Positive
5813,0.333,0.667,0,-0.3612,Negative
5814,0.138,0.862,0,-0.1531,Negative
5815,0,1,0,0,Neutral
5816,0.524,0.476,0,-0.296,Negative
5817,0,1,0,0,Neutral
5818,0.346,0.654,0,-0.6408,Negative
5819,0.186,0.701,0.113,-0.4344,Negative
5820,0,1,0,0,Neutral
5821,0.256,0.744,0,-0.4767,Negative
5822,0.235,0.765,0,-0.4724,Negative
5823,0,1,0,0,Neutral
5824,0,1,0,0,Neutral
5825,0,1,0,0,Neutral
5826,0,1,0,0,Neutral
5827,0.121,0.576,0.303,0.5399,Positive
5828,0,1,0,0,Neutral
5829,0,1,0,0,Neutral
5830,0,0.401,0.599,0.4574,Positive
5831,0,1,0,0,Neutral
5832,0,1,0,0,Neutral
5833,0,1,0,0,Neutral
5834,0,1,0,0,Neutral
5835,0,1,0,0,Neutral
5836,0,1,0,0,Neutral
5837,0.137,0.863,0,-0.5423,Negative
5838,0.206,0.488,0.306,0.2554,Positive
5839,0,1,0,0,Neutral
5840,0.333,0.667,0,-0.3612,Negative
5841,0,0.71,0.29,0.5678,Positive
5842,0,1,0,0,Neutral
5843,0,1,0,0,Neutral
5844,0,1,0,0,Neutral
5845,0,1,0,0,Neutral
5846,0,0.799,0.201,0.3089,Positive
5847,0,1,0,0,Neutral
5848,0.109,0.733,0.157,0.3612,Positive
5849,0,1,0,0,Neutral
5850,0.346,0.654,0,-0.5719,Negative
5851,0.147,0.6,0.253,0.3818,Positive
5852,0,1,0,0,Neutral
5853,0,1,0,0,Neutral
5854,0,1,0,0,Neutral
5855,0.316,0.588,0.096,-0.4588,Negative
5856,0,0.826,0.174,0.2263,Positive
5857,0,1,0,0,Neutral
5858,0,1,0,0,Neutral
5859,0,1,0,0,Neutral
5860,0,1,0,0,Neutral
5861,0,1,0,0,Neutral
5862,0,0.761,0.239,0.296,Positive
5863,0,1,0,0,Neutral
5864,0.129,0.468,0.403,0.6892,Positive
5865,0,0.465,0.535,0.8481,Positive
5866,0,1,0,0,Neutral
5867,0,1,0,0,Neutral
5868,0.333,0.667,0,-0.3612,Negative
5869,0,1,0,0,Neutral
5870,0,0.583,0.417,0.6124,Positive
5871,0,0.379,0.621,0.802,Positive
5872,0.351,0.649,0,-0.4019,Negative
5873,0.208,0.66,0.132,-0.3818,Negative
5874,0,1,0,0,Neutral
5875,0.256,0.744,0,-0.4767,Negative
5876,0,1,0,0,Neutral
5877,0,1,0,0,Neutral
5878,0,1,0,0,Neutral
5879,0.129,0.871,0,-0.4767,Negative
5880,0,1,0,0,Neutral
5881,0,1,0,0,Neutral
5882,0.128,0.872,0,-0.296,Negative
5883,0,0.797,0.203,0.4215,Positive
5884,0.412,0.588,0,-0.3612,Negative
5885,0,1,0,0,Neutral
5886,0,1,0,0,Neutral
5887,0,1,0,0,Neutral
5888,0,1,0,0,Neutral
5889,0.07,0.861,0.07,0,Neutral
5890,0.087,0.913,0,-0.296,Negative
5891,0,1,0,0,Neutral
5892,0,1,0,0,Neutral
5893,0,0.814,0.186,0.2441,Positive
5894,0,1,0,0,Neutral
5895,0,1,0,0,Neutral
5896,0,1,0,0,Neutral
5897,0,0.69,0.31,0.6597,Positive
5898,0.333,0.667,0,-0.3612,Negative
5899,0.168,0.719,0.113,-0.1531,Negative
5900,0,1,0,0,Neutral
5901,0,1,0,0,Neutral
5902,0,1,0,0,Neutral
5903,0.467,0.533,0,-0.5423,Negative
5904,0.143,0.857,0,-0.7177,Negative
5905,0,0.707,0.293,0.5766,Positive
5906,0.351,0.649,0,-0.4019,Negative
5907,0,0.892,0.108,0.2057,Positive
5908,0,0,1,0.5707,Positive
5909,0,1,0,0,Neutral
